pollinator,day,hour,min,plot,plant,number,sex,shade,note,is.pollinator
Sphaerophoria_scripta,20,10,49,69,Leo_his,1,NA,0,NA,T
Sphaerophoria_scripta,17,14,45,27,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,20,10,54,70,Pim_sax,1,NA,0,NA,T
Sphaerophoria_scripta,18,10,18,4,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,8,56,20,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,16,11,12,76,Cen_jac,1,m,0,NA,T
Sphaerophoria_scripta,14,12,41,87,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,12,56,25,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,11,55,23,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,15,10,13,27,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,20,12,43,52,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,15,10,16,28,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,11,53,54,Ach_pta,1,m,0,NA,T
Sphaerophoria_scripta,20,12,55,57,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,16,8,17,45,Pla_lan,1,M,0,NA,T
Sphaerophoria_scripta,16,11,26,24,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,9,18,11,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,16,15,72,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,19,13,8,96,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,14,12,12,83,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,14,16,17,49,Leu_vul,1,M,0,NA,T
Sphaerophoria_scripta,20,13,37,L4,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,14,10,48,58,Pru_vul,1,M,0,NA,T
Sphaerophoria_scripta,16,9,12,7,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,15,16,5,81,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,16,56,54,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,15,9,45,19,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,16,14,42,19,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,16,8,27,49,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,17,16,17,34,Pla_lan,1,NA,0,NA,T
Sphaerophoria_scripta,20,10,26,61,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,18,15,47,38,Pot_ans,1,M,0,NA,T
Sphaerophoria_scripta,18,15,50,37,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,10,38,38,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,9,32,37,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,13,28,22,Myo_spp,1,m,0,NA,T
Sphaerophoria_scripta,14,13,53,L8,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,19,12,46,21,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,17,16,20,35,Lat_pra,1,NA,0,NA,T
Sphaerophoria_scripta,15,17,8,62,Lat_pra,1,f,0,NA,T
Sphaerophoria_scripta,18,13,24,69,Leo_aut,2,M,0,NA,T
Sphaerophoria_scripta,19,12,36,17,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,16,11,8,72,Ran_fla,1,NA,0,NA,T
Sphaerophoria_scripta,15,9,2,4,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,13,3,L4,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,14,9,1,22,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,16,14,44,20,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,15,8,23,44,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,14,12,13,2,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,8,11,7,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,16,20,35,Leo_aut,1,NA,0,NA,T
Sphaerophoria_scripta,15,13,36,10,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,19,13,15,36,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,19,14,43,2,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,16,38,86,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,10,16,36,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,19,16,15,88,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,16,8,20,46,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,14,10,38,53,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,16,14,50,24,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,13,2,4,Pot_ere,1,f,0,NA,T
Sphaerophoria_scripta,15,9,48,20,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,15,9,18,11,Ach_pta,1,F,0,NA,T
Sphaerophoria_scripta,18,14,47,62,Pim_sax,2,M,0,NA,T
Sphaerophoria_scripta,19,12,26,72,Ran_fla,2,m,0,NA,T
Sphaerophoria_scripta,20,12,43,52,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,15,10,13,27,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,16,26,93,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,15,37,2,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,15,10,32,36,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,20,10,34,64,Leo_aut,1,M,0,NA,T
Sphaerophoria_scripta,20,10,36,65,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,9,2,4,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,16,14,87,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,15,9,21,12,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,14,24,7,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,17,16,17,34,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,9,3,23,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,12,15,55,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,16,2,83,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,20,8,49,26,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,9,23,34,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,12,53,93,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,16,14,27,10,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,18,11,2,18,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,18,11,47,4,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,15,11,52,L1,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,14,15,47,2,Pru_vul,1,F,0,NA,T
Sphaerophoria_scripta,16,14,24,7,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,13,1,72,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,15,10,9,26,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,17,16,17,34,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,19,16,26,93,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,15,41,3,Tri_rep,1,M,0,NA,T
Sphaerophoria_scripta,20,13,37,L4,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,14,8,44,17,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,14,42,19,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,20,10,32,63,Leo_aut,1,F,0,NA,T
Sphaerophoria_scripta,14,12,55,95,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,16,14,20,4,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,20,10,34,64,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,16,12,49,91,Pot_ere,2,M,0.98,NA,T
Sphaerophoria_scripta,15,11,56,L3,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,15,11,57,49,Pim_sax,1,NA,0,NA,T
Sphaerophoria_scripta,18,12,15,76,Sel_car,1,NA,0,NA,T
Sphaerophoria_scripta,17,16,15,33,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,9,22,33,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,12,22,72,Ran_fla,1,F,0,NA,T
Sphaerophoria_scripta,19,12,26,72,Ran_fla,1,f,0,NA,T
Sphaerophoria_scripta,14,14,31,L9,Ran_fla,2,M,0,NA,T
Sphaerophoria_scripta,16,12,47,89,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,19,16,18,90,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,14,17,36,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,12,23,58,Pim_sax,1,F,0,NA,T
Sphaerophoria_scripta,14,9,23,34,Ste_gra,1,F,0,NA,T
Sphaerophoria_scripta,17,16,5,27,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,14,22,5,Ran_acr,1,M,0,NA,T
Syritta_pipiens,16,11,18,18,Pot_ere,1,NA,0,NA,T
Syritta_pipiens,19,11,40,L1,Pot_ere,1,NA,0,NA,T
Syritta_pipiens,14,9,35,38,San_off,1,NA,0,NA,T
Syritta_pipiens,15,9,31,15,Pot_ere,1,NA,0,NA,T
Syritta_pipiens,15,15,47,70,Pim_sax,1,NA,0,NA,T
Syritta_pipiens,15,10,29,74,Dau_car,1,NA,0,NA,T
Syritta_pipiens,15,9,25,13,Suc_pra,1,NA,0,NA,T
Syritta_pipiens,14,8,47,18,Ran_fla,1,NA,0,NA,T
Syritta_pipiens,14,13,23,19,Pot_ere,1,NA,0,NA,T
Syritta_pipiens,14,16,3,12,Pot_ere,1,NA,0,NA,T
Syritta_pipiens,15,13,15,77,Ach_pta,1,NA,0,NA,T
Syritta_pipiens,14,15,53,6,Ach_pta,1,NA,0,NA,T
Syritta_pipiens,15,11,33,L5,Hyp_mac,1,NA,0,NA,T
Syritta_pipiens,14,14,56,77,Sel_car,1,NA,0,NA,T
Syritta_pipiens,15,10,32,36,Ran_acr,1,NA,0,NA,T
Syritta_pipiens,14,10,57,60,San_off,1,NA,0,NA,T
Syritta_pipiens,16,16,40,91,Pot_ere,1,NA,0,NA,T
Syritta_pipiens,15,16,39,L1,Lyc_eur,1,NA,0,NA,T
Syritta_pipiens,14,14,7,38,San_off,1,NA,0,NA,T
Syritta_pipiens,19,12,41,19,Ran_acr,1,NA,0,NA,T
Syritta_pipiens,14,12,39,15,Pot_ere,1,NA,0,NA,T
Syritta_pipiens,15,9,42,18,Ach_pta,1,NA,0,NA,T
Syritta_pipiens,14,10,48,58,Pim_sax,1,NA,0,NA,T
Syritta_pipiens,14,14,9,40,Tri_hyb,1,NA,0,NA,T
Syritta_pipiens,14,11,31,72,Ran_fla,1,NA,0,NA,T
Syritta_pipiens,15,11,36,L4,Pot_ere,1,NA,0.1,NA,T
Syritta_pipiens,14,14,39,84,Pot_ere,1,NA,0,NA,T
Syrphus_sp,14,8,2,4,Ran_acr,1,NA,0,NA,T
Syrphus_sp,17,15,33,15,Pot_ere,1,M,0,NA,T
Syrphus_sp,19,12,36,87,Ran_fla,1,NA,0,NA,T
Syrphus_sp,14,9,15,28,Ran_acr,1,NA,0,NA,T
Syrphus_sp,18,10,28,7,Ran_acr,1,NA,0,NA,T
Syrphus_sp,15,10,23,72,Ran_fla,1,NA,0,NA,T
Syrphus_sp,19,10,35,17,Ran_acr,1,f,0,ribesii,T
Syrphus_sp,16,9,3,69,Leo_his,1,NA,0,NA,T
Syrphus_sp,19,11,45,7,Ran_acr,1,NA,0,NA,T
Syrphus_sp,15,13,36,10,Pot_ere,1,NA,0,NA,T
Syrphus_sp,16,10,1,60,San_off,1,NA,0,NA,T
Syrphus_sp,19,15,28,L4,Pot_ere,1,NA,0,NA,T
Tachyna_sp,16,11,50,50,Sel_car,1,NA,0,NA,T
Tachyna_sp,14,13,27,35,Sel_car,1,NA,0,NA,T
Tachyna_sp,15,10,53,79,Dau_car,1,NA,0,NA,T
Tachyna_sp,15,14,46,47,Leu_vul,1,NA,0,NA,T
Tenthredinidae,17,15,59,65,Sel_car,1,NA,0,NA,T
Tenthredinidae,19,16,4,50,Sel_car,1,NA,0,NA,T
Tenthredinidae,15,14,52,50,Sel_car,1,NA,0,NA,T
Tenthredinidae,18,12,12,77,Sel_car,1,NA,0,NA,T
Tenthredinidae,14,15,31,61,Pim_sax,1,NA,0,„oranžová pilatka“,T
Tenthredinidae,20,9,22,94,Ran_acr,1,NA,0,NA,T
Tenthredinidae,15,13,27,80,Dau_car,1,NA,0,NA,T
Tenthredinidae,19,12,21,67,Sel_car,1,NA,0,oranžová pilatka,T
Tenthredinidae,19,16,29,68,Sel_car,1,NA,0,NA,T
Tenthredinidae,20,9,13,73,Pim_sax,1,NA,0,NA,T
Tenthredinidae,15,14,51,49,Pim_sax,1,NA,0,NA,T
Tenthredinidae,15,11,1,82,Pim_sax,1,NA,0,NA,T
Tenthredinidae,14,12,10,82,Pim_sax,1,NA,0,NA,T
Tenthredinidae,14,17,58,56,Pim_sax,1,NA,0,NA,T
Tenthredinidae,15,10,56,80,Dau_car,1,NA,0,NA,T
Tenthredinidae,18,14,55,59,Leu_vul,1,NA,0,NA,T
Tenthredinidae,14,18,13,65,Sel_car,1,NA,0,NA,T
Tenthredinidae,15,10,34,75,Sel_car,1,NA,0,NA,T
Tenthredinidae,15,10,34,75,Pim_sax,1,NA,0,NA,T
Tenthredinidae,19,15,8,57,Sel_car,1,NA,0,NA,T
Tenthredinidae,14,18,4,60,Pim_sax,1,NA,0,NA,T
Tenthredinidae,16,11,58,57,Dau_car,1,NA,0,NA,T
Tenthredinidae,14,11,39,75,Pim_sax,1,NA,0,NA,T
Tenthredinidae,17,16,47,49,Leu_vul,1,NA,0,NA,T
Tenthredinidae,19,16,20,62,Pim_sax,1,NA,0,NA,T
Tenthredinidae,15,13,15,77,Sel_car,1,NA,0,NA,T
Tenthredinidae,16,16,9,68,Pim_sax,1,NA,0,NA,T
Tenthredinidae,16,15,34,57,Pim_sax,1,NA,0,NA,T
Tenthredinidae,14,15,1,75,Pim_sax,1,NA,0,NA,T
Tenthredinidae,14,11,9,65,Pim_sax,1,NA,0,NA,T
Tenthredinidae,16,16,27,79,Pim_sax,1,NA,0,NA,T
Tephritidae,14,14,41,83,Ran_acr,1,NA,0,NA,T
Thomisidae,14,12,37,84,Gal_spp,1,NA,0,NA,F
Thomisidae,18,9,34,49,Pim_sax,1,NA,0,NA,F
Thomisidae,16,15,8,40,Pim_sax,1,NA,0,NA,F
Thomisidae,15,11,6,84,Gal_spp,1,NA,0,NA,F
Thomisidae,15,16,10,84,Gal_spp,1,NA,0,NA,F
Tipulidae,15,9,51,21,Suc_pra,1,NA,0,NA,?
Volucella_pellucens,15,9,28,14,Suc_pra,1,NA,0,NA,T
Zygena_spp,19,14,48,49,Bet_off,1,NA,0,NA,T
Zygena_spp,14,11,9,65,Cir_can,2,NA,0,NA,T
Zygena_spp,16,11,49,49,Bet_off,1,NA,0,NA,T
Zygena_spp,14,15,22,65,Cir_can,1,NA,0,NA,T
Zygena_spp,17,15,17,46,San_off,1,NA,0,NA,T
Zygena_spp,14,16,17,49,Bet_off,1,NA,0,NA,T
Zygena_spp,18,9,38,46,San_off,1,NA,0,NA,T
Zygena_spp,15,16,5,81,Bet_off,1,NA,0,NA,T
Zygena_spp,18,15,27,46,Bet_off,1,NA,0,NA,T
Zygena_spp,15,9,42,79,Cen_jac,1,NA,0,NA,T
Zygena_spp,14,10,25,49,Bet_off,2,NA,0,NA,T
Zygena_spp,14,10,21,46,Bet_off,1,NA,0,NA,T
Zygena_spp,15,11,57,49,Pru_vul,1,NA,0,NA,T
Zygena_spp,15,16,55,49,Bet_off,1,NA,0,NA,T
Zygena_spp,16,9,28,81,Bet_off,1,NA,0,NA,T
Zygena_spp,14,14,47,81,Bet_off,1,NA,0,NA,T
Zygena_spp,14,10,21,46,Cen_jac,1,NA,0,NA,T
Zygena_spp,16,8,20,46,San_off,1,NA,0,NA,T
Zygena_spp,19,15,59,81,Bet_off,1,NA,0,NA,T
Zygena_spp,15,12,41,65,Cir_can,1,NA,0,NA,T
Zygena_spp,14,18,13,65,Cir_can,1,NA,0,NA,T
Zygena_spp,15,10,58,81,Bet_off,2,NA,0,NA,T
Zygena_spp,15,13,29,81,Bet_off,2,NA,0,NA,T
Zygena_spp,14,16,0,81,Bet_off,1,NA,0,NA,T
Zygena_spp,16,9,47,46,San_off,1,NA,0,NA,T
Zygena_spp,17,15,17,46,Bet_off,1,NA,0,NA,T
Zygena_spp,15,9,14,67,Tri_pra,1,NA,0,NA,T
Zygena_spp,16,15,19,46,Bet_off,1,NA,0,NA,T
