pollinator,day,hour,min,plot,plant,number,sex,shade,note,is.pollinator
Sphaerophoria_scripta,14,11,34,73,Pim_sax,1,F,0,NA,T
Sphaerophoria_scripta,17,14,56,35,Pru_vul,1,M,0,NA,T
Sphaerophoria_scripta,16,10,57,4,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,17,14,53,33,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,16,16,15,72,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,12,54,24,Ran_acr,2,F,0,NA,T
Sphaerophoria_scripta,15,18,16,92,Lys_vul,1,m,0,NA,T
Sphaerophoria_scripta,19,14,55,11,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,16,28,38,Leo_aut,1,M,0,NA,T
Sphaerophoria_scripta,18,11,7,23,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,19,13,18,38,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,12,27,11,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,14,54,34,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,13,13,27,Ran_acr,2,F,0,NA,T
Sphaerophoria_scripta,19,15,24,27,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,15,31,32,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,17,46,76,Sel_car,1,M,0,NA,T
Sphaerophoria_scripta,14,11,12,66,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,20,9,5,65,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,14,13,37,40,Tri_rep,1,F,0,NA,T
Sphaerophoria_scripta,19,13,9,33,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,11,31,72,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,19,15,58,46,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,19,16,7,52,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,16,7,52,Ran_acr,4,F,0,NA,T
Sphaerophoria_scripta,20,9,34,94,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,16,9,57,56,Cen_jac,1,m,0,NA,T
Sphaerophoria_scripta,14,9,40,40,Lat_pra,1,M,0,NA,T
Sphaerophoria_scripta,19,16,10,55,Ach_pta,2,F,0,NA,T
Sphaerophoria_scripta,19,15,25,65,Sel_car,1,M,0,NA,T
Sphaerophoria_scripta,17,14,59,6,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,19,15,27,66,Pla_lan,1,M,0,NA,T
Sphaerophoria_scripta,15,18,10,67,Sel_car,1,NA,0,NA,T
Sphaerophoria_scripta,17,14,33,24,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,14,35,86,Pru_vul,1,F,0,NA,T
Sphaerophoria_scripta,17,14,31,23,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,18,10,36,36,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,12,49,22,Ran_acr,3,F,0,NA,T
Sphaerophoria_scripta,14,12,40,86,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,14,12,36,13,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,15,13,33,8,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,16,11,52,52,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,13,8,32,Ran_acr,2,F,0,NA,T
Sphaerophoria_scripta,19,12,34,16,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,19,15,42,73,NA_NA,1,M,0,NA,T
Sphaerophoria_scripta,19,15,37,72,Ran_fla,2,M,0,NA,T
Sphaerophoria_scripta,19,12,22,96,Ran_fla,1,F,0,NA,T
Sphaerophoria_scripta,19,12,25,94,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,15,19,24,Ran_acr,2,F,0,NA,T
Sphaerophoria_scripta,14,13,8,10,Suc_pra,1,F,0,NA,T
Sphaerophoria_scripta,17,13,58,4,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,14,46,47,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,14,18,26,72,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,18,10,36,36,Ran_acr,2,F,0,NA,T
Sphaerophoria_scripta,17,15,40,19,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,17,26,11,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,14,46,28,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,17,14,48,29,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,14,56,35,Tri_rep,1,M,0,NA,T
Sphaerophoria_scripta,15,9,51,87,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,15,11,3,83,Pru_vul,1,F,0,NA,T
Sphaerophoria_scripta,20,12,35,49,Leu_vul,1,M,0,NA,T
Sphaerophoria_scripta,19,15,29,67,Sel_car,1,F,0,NA,T
Sphaerophoria_scripta,20,9,27,87,Ran_fla,1,m,0,NA,T
Sphaerophoria_scripta,16,9,49,95,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,14,7,52,2,Tri_pra,1,M,0,NA,T
Sphaerophoria_scripta,18,12,12,77,Leo_his,1,F,0,NA,T
Sphaerophoria_scripta,18,10,51,33,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,12,23,69,Leo_his,1,f,0,NA,T
Sphaerophoria_scripta,15,13,27,4,San_off,1,M,0,NA,T
Sphaerophoria_scripta,16,11,52,52,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,9,3,69,Leo_his,1,M,0,NA,T
Sphaerophoria_scripta,16,9,3,69,Leo_his,1,F,0,NA,T
Sphaerophoria_scripta,19,15,22,26,Ran_acr,3,M,0,NA,T
Sphaerophoria_scripta,20,9,18,95,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,18,15,12,51,Lat_pra,1,F,0,NA,T
Sphaerophoria_scripta,16,14,55,28,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,15,24,27,Ach_pta,1,F,0,NA,T
Sphaerophoria_scripta,14,9,13,27,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,17,14,7,12,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,14,52,51,NA_NA,1,F,0,NA,T
Sphaerophoria_scripta,18,12,19,22,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,15,8,57,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,17,15,42,58,Cen_jac,1,F,0,NA,T
Sphaerophoria_scripta,16,10,51,1,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,9,37,39,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,19,16,3,49,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,14,51,49,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,15,11,21,93,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,20,12,54,48,San_off,1,NA,0,NA,T
Sphaerophoria_scripta,16,15,37,60,Sel_car,1,F,0,NA,T
Sphaerophoria_scripta,20,13,1,55,Ach_pta,1,f,0,NA,T
Sphaerophoria_scripta,19,16,36,72,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,14,22,93,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,15,44,68,Lot_cor,1,M,0,NA,T
Sphaerophoria_scripta,19,12,52,23,Ran_acr,3,F,0,NA,T
Sphaerophoria_scripta,19,14,49,6,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,10,35,51,Leu_vul,1,F,0,NA,T
Sphaerophoria_scripta,14,12,19,6,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,19,14,55,11,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,16,34,27,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,10,46,57,Cen_jac,1,NA,0,NA,T
Sphaerophoria_scripta,14,10,44,56,Lot_cor,1,NA,0,NA,T
Sphaerophoria_scripta,19,13,5,29,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,19,13,18,38,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,14,11,0,61,Pla_lan,1,M,0,NA,T
Sphaerophoria_scripta,15,13,54,20,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,14,13,8,10,Suc_pra,1,M,0,NA,T
Sphaerophoria_scripta,19,15,28,29,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,19,15,26,28,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,16,9,31,26,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,19,15,39,39,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,15,0,55,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,14,14,18,94,Ach_pta,1,NA,0,NA,T
Sphaerophoria_scripta,16,9,37,89,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,18,18,1,29,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,17,14,42,25,Ran_acr,3,M,0,NA,T
Sphaerophoria_scripta,17,14,45,27,Ran_acr,2,F,0,NA,T
Sphaerophoria_scripta,17,14,53,33,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,10,2,24,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,12,9,11,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,20,12,49,54,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,15,11,22,94,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,11,54,55,Ach_pta,1,m,0,NA,T
Sphaerophoria_scripta,18,9,34,49,Pim_sax,1,F,0,NA,T
Sphaerophoria_scripta,17,15,20,47,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,15,47,76,Pim_sax,1,NA,0,NA,T
Sphaerophoria_scripta,18,12,4,79,Leo_his,1,M,0,NA,T
Sphaerophoria_scripta,17,16,1,25,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,15,55,79,Cen_jac,1,NA,0,NA,T
Sphaerophoria_scripta,20,8,44,24,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,16,11,41,41,Lat_pra,1,F,0,NA,T
Sphaerophoria_scripta,15,13,33,8,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,17,16,16,76,Pim_sax,1,F,0,NA,T
Sphaerophoria_scripta,19,16,13,87,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,14,12,47,91,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,17,16,39,45,Sel_car,1,M,0,NA,T
Sphaerophoria_scripta,14,10,48,58,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,15,10,23,72,Ran_fla,2,M,0,NA,T
Sphaerophoria_scripta,16,12,4,4,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,14,10,57,60,San_off,1,M,0,NA,T
Sphaerophoria_scripta,16,16,44,95,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,11,0,61,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,19,13,7,95,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,14,9,9,25,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,16,14,59,33,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,19,14,50,50,Pim_sax,1,F,0,NA,T
Sphaerophoria_scripta,18,12,17,20,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,19,15,37,37,San_off,1,F,0,NA,T
Sphaerophoria_scripta,19,14,57,54,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,16,9,34,87,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,15,17,36,60,San_off,1,M,0,NA,T
Sphaerophoria_scripta,16,12,24,74,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,11,34,4,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,10,56,3,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,17,14,50,32,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,18,10,42,10,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,17,15,0,38,Pot_ans,1,M,0,NA,T
Sphaerophoria_scripta,14,14,58,76,Pim_sax,1,NA,0,NA,T
Sphaerophoria_scripta,15,11,17,91,Pot_ere,2,M,0,NA,T
Sphaerophoria_scripta,18,9,26,55,Ach_pta,1,F,0,NA,T
Sphaerophoria_scripta,16,13,5,L4,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,18,12,4,79,Leo_his,1,F,0,NA,T
Sphaerophoria_scripta,15,15,47,70,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,16,11,40,40,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,18,13,0,75,Pim_sax,2,NA,0,NA,T
Sphaerophoria_scripta,18,11,0,27,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,18,11,4,25,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,18,11,5,24,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,14,27,10,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,18,13,24,69,Leo_aut,1,F,0,NA,T
Sphaerophoria_scripta,19,15,4,17,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,12,53,20,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,19,15,15,21,Ran_fla,1,NA,0,NA,T
Sphaerophoria_scripta,19,13,5,93,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,19,15,19,24,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,18,15,14,50,Sel_car,1,M,0,NA,T
Sphaerophoria_scripta,16,9,32,27,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,18,15,14,50,Pim_sax,1,F,0,NA,T
Sphaerophoria_scripta,16,12,10,65,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,18,19,68,Lat_pra,1,M,0,NA,T
Sphaerophoria_scripta,14,18,44,79,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,14,14,31,88,Cen_jac,1,F,0,NA,T
Sphaerophoria_scripta,20,9,26,86,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,20,12,29,47,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,17,14,57,36,Leo_aut,1,M,0,NA,T
Sphaerophoria_scripta,19,11,47,48,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,16,12,43,86,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,12,18,12,Ran_acr,2,F,0,NA,T
Sphaerophoria_scripta,19,12,40,18,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,18,9,37,47,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,19,12,40,18,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,15,7,72,Ran_fla,1,NA,0,NA,T
Sphaerophoria_scripta,14,16,50,39,Cen_jac,1,F,0,NA,T
Sphaerophoria_scripta,16,16,10,69,Cen_jac,1,F,0,NA,T
Sphaerophoria_scripta,19,12,49,22,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,12,19,6,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,16,16,24,77,Ach_pta,1,F,0,NA,T
Sphaerophoria_scripta,15,9,49,L4,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,19,13,3,28,Ran_fla,1,F,0,NA,T
Sphaerophoria_scripta,19,13,3,28,Ran_acr,2,F,0,NA,T
Sphaerophoria_scripta,16,11,24,87,Ran_fla,1,f,0,NA,T
Sphaerophoria_scripta,19,15,18,23,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,13,3,25,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,18,11,50,6,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,9,11,26,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,16,9,34,29,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,18,12,13,18,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,14,52,53,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,14,52,53,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,15,2,56,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,14,9,28,36,Hyp_mac,1,F,0,NA,T
Sphaerophoria_scripta,14,9,28,36,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,15,55,44,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,19,15,17,61,Lat_pra,1,NA,0,NA,T
Sphaerophoria_scripta,17,14,46,28,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,14,48,29,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,19,12,32,90,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,13,20,L4,Pot_ere,1,NA,0,NA,T
Sphaerophoria_scripta,14,17,12,12,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,18,9,24,56,Lot_cor,1,M,0,NA,T
Sphaerophoria_scripta,17,15,30,52,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,17,15,31,53,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,15,43,18,Tri_rep,1,M,0,NA,T
Sphaerophoria_scripta,19,16,43,76,Sel_car,1,M,0,NA,T
Sphaerophoria_scripta,14,12,41,87,Ran_fla,2,M,0,NA,T
Sphaerophoria_scripta,20,8,47,25,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,20,9,31,L1,Lys_vul,1,F,0,NA,T
Sphaerophoria_scripta,16,11,51,51,Sel_car,1,M,0,NA,T
Sphaerophoria_scripta,17,16,43,47,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,13,11,34,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,14,11,0,61,San_off,1,F,0,NA,T
Sphaerophoria_scripta,14,13,3,25,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,19,10,26,26,Ran_acr,2,f,0,NA,T
Sphaerophoria_scripta,16,14,45,21,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,14,9,29,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,18,11,54,9,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,20,10,42,67,Leu_vul,1,NA,0,NA,T
Sphaerophoria_scripta,14,9,28,36,Hyp_mac,1,F,0,NA,T
Sphaerophoria_scripta,14,15,55,7,Ran_fla,1,F,0,NA,T
Sphaerophoria_scripta,14,9,28,36,Pim_sax,1,F,0,NA,T
Sphaerophoria_scripta,16,15,21,47,San_off,1,M,0,NA,T
Sphaerophoria_scripta,14,18,59,94,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,18,10,28,7,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,16,19,20,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,14,10,17,44,Lat_pra,1,M,0,NA,T
Sphaerophoria_scripta,14,17,21,20,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,16,12,44,87,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,17,21,20,Pot_ere,1,f,0,NA,T
Sphaerophoria_scripta,20,12,51,55,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,16,38,32,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,18,11,45,86,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,17,15,43,18,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,15,18,51,Sel_car,1,f,0,NA,T
Sphaerophoria_scripta,16,11,28,26,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,10,32,50,Pla_lan,1,M,0,NA,T
Sphaerophoria_scripta,14,12,14,3,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,18,11,0,27,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,16,14,19,3,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,18,11,4,25,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,12,20,57,Pru_vul,1,NA,0,NA,T
Sphaerophoria_scripta,14,10,48,58,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,19,12,59,87,Ran_fla,1,m,0,NA,T
Sphaerophoria_scripta,19,13,15,36,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,13,53,L8,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,18,11,51,7,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,9,1,22,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,12,51,68,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,15,12,54,69,Leo_aut,1,M,0,NA,T
Sphaerophoria_scripta,16,14,54,27,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,17,27,4,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,19,14,54,52,Ran_acr,5,M,0,NA,T
Sphaerophoria_scripta,17,14,21,18,Men_arv,1,M,0,NA,T
Sphaerophoria_scripta,18,8,26,86,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,13,21,17,Ran_fla,1,NA,0,NA,T
Sphaerophoria_scripta,14,11,31,72,Ran_fla,1,F,0,NA,T
Sphaerophoria_scripta,15,15,8,87,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,16,28,24,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,20,12,47,53,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,11,15,89,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,17,15,50,21,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,7,52,2,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,12,58,26,Ran_acr,3,M,0,NA,T
Sphaerophoria_scripta,15,16,34,27,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,8,37,52,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,16,16,27,79,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,19,13,18,38,Tri_rep,1,F,0,NA,T
Sphaerophoria_scripta,15,16,18,91,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,17,17,19,63,Pla_lan,1,F,0,NA,T
Sphaerophoria_scripta,16,14,46,22,Ran_acr,3,M,0,NA,T
Sphaerophoria_scripta,14,13,18,29,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,15,12,51,68,Ach_pta,1,M,0,NA,T
Sphaerophoria_scripta,14,8,53,19,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,13,8,75,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,19,15,37,37,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,20,9,12,72,Ran_fla,1,f,0,NA,T
Sphaerophoria_scripta,14,15,50,4,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,18,15,50,37,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,17,20,6,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,15,14,45,46,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,9,35,38,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,15,10,58,81,Ran_acr,2,NA,0,NA,T
Sphaerophoria_scripta,15,10,5,25,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,20,12,47,53,Ran_acr,3,F,0,NA,T
Sphaerophoria_scripta,16,15,34,57,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,14,10,21,46,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,19,16,26,66,San_off,1,F,0,NA,T
Sphaerophoria_scripta,15,11,36,L4,Pot_ere,1,M,0.1,NA,T
Sphaerophoria_scripta,19,16,36,72,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,14,12,4,80,Pla_lan,1,NA,0,NA,T
Sphaerophoria_scripta,17,16,3,26,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,11,54,22,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,16,11,40,40,Pim_sax,1,F,0,NA,T
Sphaerophoria_scripta,15,12,6,33,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,16,11,55,54,Ran_fla,1,M,0,NA,T
Sphaerophoria_scripta,19,15,7,18,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,16,32,59,Pim_sax,1,NA,0,NA,T
Sphaerophoria_scripta,16,12,1,59,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,16,14,42,19,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,20,14,47,83,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,15,4,L4,Pot_ere,1,m,0,NA,T
Sphaerophoria_scripta,18,14,55,59,Pla_lan,1,NA,0,NA,T
Sphaerophoria_scripta,14,9,5,24,Ran_acr,2,F,0,NA,T
Sphaerophoria_scripta,17,14,14,15,Pot_ere,1,M,0,NA,T
Sphaerophoria_scripta,16,12,23,73,Cen_jac,1,M,0,NA,T
Sphaerophoria_scripta,14,16,17,19,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,14,16,17,19,Pot_ere,3,M,0,NA,T
Sphaerophoria_scripta,15,9,42,18,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,8,7,6,Ran_acr,2,M,0,NA,T
Sphaerophoria_scripta,20,12,41,51,Lat_pra,1,NA,0,NA,T
Sphaerophoria_scripta,20,12,43,52,Pim_sax,1,NA,0,NA,T
Sphaerophoria_scripta,16,12,39,82,Lat_pra,1,F,0,NA,T
Sphaerophoria_scripta,15,10,26,33,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,18,11,22,95,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,20,13,2,60,Pim_sax,1,NA,0,NA,T
Sphaerophoria_scripta,19,12,44,20,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,16,16,10,69,Pim_sax,1,M,0,NA,T
Sphaerophoria_scripta,20,13,6,60,San_off,1,f,0,NA,T
Sphaerophoria_scripta,19,14,47,4,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,8,2,4,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,12,56,25,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,19,14,51,8,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,14,8,57,21,Ran_acr,3,M,0,NA,T
Sphaerophoria_scripta,18,11,4,25,Ran_acr,1,NA,0,NA,T
Sphaerophoria_scripta,14,8,41,16,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,17,15,43,18,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,15,15,19,7,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,18,15,1,57,Leu_vul,1,F,0,NA,T
Sphaerophoria_scripta,14,7,54,3,Ste_gra,1,M,0,NA,T
Sphaerophoria_scripta,16,9,33,28,Ran_acr,1,m,0,NA,T
Sphaerophoria_scripta,20,10,29,62,Pim_sax,1,NA,0,NA,T
Sphaerophoria_scripta,16,14,59,33,Ran_acr,1,M,0,NA,T
Sphaerophoria_scripta,18,12,11,17,Pot_ere,1,F,0,NA,T
Sphaerophoria_scripta,18,15,47,38,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,14,16,6,86,Ran_acr,1,f,0,NA,T
Sphaerophoria_scripta,14,16,11,91,Pot_ere,1,m,0.2,NA,T
Sphaerophoria_scripta,16,12,22,72,Ran_acr,1,F,0,NA,T
Sphaerophoria_scripta,20,13,5,59,Pim_sax,1,f,0,NA,T
